id,text,language,platform,label,user_location,timestamp,likes,shares,comments,engagement_rate,user_age,user_gender,device_type,post_type,sentiment_score,emotional_tone,has_media,account_type,activity_level,mood_keyword,follower_count,following_count,account_age_days,verified_status,content_reported,predicted_sentiment,confidence
866,我喘不过气来了，好害怕！,Spanish,Facebook,Anxiety Crisis,Japan,2024-03-9 1:11,2173,3591,843,0.7477,62,Male,Desktop,Text,-0.3,Very Negative,True,Personal,Medium,Anxious,154330,4021,249,True,False,depressive episode,26.529004329004337
867,"I feel like I’m losing control, I’m panicking!",English,Facebook,Anxiety Crisis,UAE,2024-03-15 13:23,9800,2559,481,4.3718,38,Other,Desktop,Link,-0.4,Negative,True,Personal,Very High,Energetic,494951,2145,763,False,False,anxiety crisis,69.41010101010102
868,"Everything feels amazing, I can do anything!",Mandarin,Facebook,Manic Episode,UAE,2024-03-19 22:36,5405,4379,2511,1.7798,56,Male,Desktop,Video,0.96,Very Positive,False,Personal,Medium,Hopeless,276068,3819,286,False,False,manic episode,76.45743145743145
869,"My heart is racing, I can’t breathe!",Mandarin,Facebook,Anxiety Crisis,Australia,2024-03-6 11:17,6550,4959,650,19.1782,53,Non-binary,Desktop,Link,0.46,Negative,True,Business,Very High,Anxious,352812,2732,1215,False,False,anxiety crisis,87.38607503607504
870,"My heart is racing, I can’t breathe!",English,Twitter,Anxiety Crisis,India,2024-03-16 20:36,5192,2213,1334,1.17,60,Non-binary,Tablet,Video,-0.01,Negative,True,Influencer,High,Anxious,618568,1576,422,False,False,anxiety crisis,87.38607503607504
871,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,English,Twitter,Anxiety Crisis,France,2024-03-16 23:32,9408,2451,1675,2.6939,62,Other,Tablet,Link,-0.89,Neutral,True,Influencer,Medium,Hopeless,459692,1605,1700,False,True,depressive episode,26.529004329004337
872,¡Mi ansiedad está fuera de control!,Arabic,Twitter,Anxiety Crisis,Brazil,2024-03-7 0:39,6827,1546,1083,2.0098,37,Male,Desktop,Text,-0.36,Neutral,True,Influencer,High,Anxious,992562,4361,1096,False,False,anxiety crisis,34.701443001443
873,我有无限的精力，今天能做任何事！,English,Twitter,Manic Episode,Brazil,2024-03-25 2:16,12,558,1980,0.4921,20,Male,Tablet,Text,-0.42,Very Positive,True,Personal,High,Energetic,852317,1501,2849,True,False,depressive episode,26.529004329004337
874,¡Mi ansiedad está fuera de control!,English,Facebook,Anxiety Crisis,Spain,2024-03-8 6:27,6105,1233,2528,1.2946,17,Non-binary,Desktop,Text,-0.74,Very Negative,False,Personal,Very High,Energetic,631950,4954,1044,True,False,anxiety crisis,34.701443001443
875,Everything would be easier if I wasn’t here.,Spanish,Twitter,Suicidal Ideation,Mexico,2024-03-5 20:36,9222,1205,98,1.5837,50,Non-binary,Desktop,Video,0.18,Negative,False,Anonymous,Low,Energetic,158636,1103,2487,True,False,depressive episode,26.52900432900433
876,I feel hopeless and alone...,Mandarin,Facebook,Depressive Episode,Germany,2024-03-4 21:42,1470,2976,2125,5.1497,16,Male,Desktop,Text,-0.89,Negative,True,Business,High,Calm,399408,1629,2945,True,False,anxiety crisis,29.874458874458874
877,"Everything feels amazing, I can do anything!",Mandarin,Twitter,Manic Episode,Canada,2024-03-20 7:3,3034,4702,2347,1.4,49,Female,Mobile,Image,0.14,Negative,True,Influencer,Medium,Anxious,691220,3020,2418,True,False,manic episode,76.45743145743145
878,"My heart is racing, I can’t breathe!",Mandarin,Facebook,Anxiety Crisis,Canada,2024-03-2 7:43,8708,3462,127,5.7923,64,Non-binary,Tablet,Text,-0.32,Neutral,False,Personal,High,Calm,443079,957,2834,False,True,anxiety crisis,87.38607503607504
879,我有无限的精力，今天能做任何事！,Spanish,Facebook,Manic Episode,Spain,2024-03-7 19:31,7972,3743,2627,3.0963,44,Other,Tablet,Link,0.17,Positive,True,Business,Medium,Sad,451818,2351,170,True,False,depressive episode,26.529004329004337
880,Estoy perdiendo el interés en todo.,English,Twitter,Depressive Episode,Mexico,2024-03-7 23:2,5877,4220,2686,3.2937,22,Other,Tablet,Video,-0.8,Very Positive,True,Personal,Medium,Happy,506596,4110,2270,True,False,depressive episode,76.55981240981242
881,لا شيء يجلب لي السعادة بعد الآن.,Arabic,Twitter,Depressive Episode,France,2024-03-11 22:0,7087,4936,2844,12.5566,45,Female,Tablet,Image,-0.52,Positive,True,Business,High,Sad,927794,3237,2412,True,False,depressive episode,26.529004329004337
882,有时候我觉得自己消失了也没人会注意到。,Spanish,Facebook,Depressive Episode,Mexico,2024-03-2 12:1,721,2928,956,1.1309,56,Non-binary,Tablet,Text,-0.62,Very Positive,False,Influencer,High,Happy,502271,2618,2312,False,False,depressive episode,26.529004329004337
883,I have so much energy! Haven’t slept in days!,Arabic,Facebook,Manic Episode,USA,2024-03-23 18:38,5319,1893,2688,1.3519,13,Other,Tablet,Image,0.58,Very Positive,True,Business,Very High,Anxious,322446,1750,2572,False,False,depressive episode,26.529004329004337
884,Nothing seems to matter anymore.,Mandarin,Twitter,Depressive Episode,USA,2024-03-22 18:21,3220,3685,1579,1.4861,47,Male,Mobile,Image,-0.34,Very Positive,True,Influencer,Medium,Happy,253273,2480,667,False,False,depressive episode,73.04213564213563
885,Nothing seems to matter anymore.,English,Facebook,Depressive Episode,UK,2024-03-8 17:5,7794,590,1224,1.5697,18,Non-binary,Tablet,Link,0.03,Positive,True,Business,Medium,Hopeless,350319,1688,3278,False,False,depressive episode,73.04213564213565
886,有时候我想结束一切。,Arabic,Twitter,Suicidal Ideation,Spain,2024-03-26 10:23,7908,2462,1300,1.3909,20,Non-binary,Mobile,Video,0.97,Positive,True,Business,Low,Excited,824969,4458,2185,True,True,depressive episode,26.529004329004337
887,Nothing seems to matter anymore.,English,Facebook,Depressive Episode,Germany,2024-03-17 14:46,9279,3895,916,2.468,44,Female,Desktop,Image,0.64,Positive,True,Personal,Low,Sad,605976,2473,2341,False,False,depressive episode,73.04213564213565
888,"Everything feels amazing, I can do anything!",Arabic,Twitter,Manic Episode,UK,2024-03-4 5:4,5751,585,1209,0.8884,50,Female,Mobile,Link,-0.2,Positive,False,Influencer,Medium,Energetic,424362,3097,336,True,False,manic episode,76.45743145743145
889,أشعر وكأنني أستطيع غزو العالم!,Mandarin,Twitter,Manic Episode,USA,2024-03-3 15:15,6945,1016,2205,8.6226,55,Other,Tablet,Text,0.32,Negative,True,Influencer,Low,Happy,416965,256,3249,True,True,depressive episode,26.529004329004337
890,"I feel like I’m losing control, I’m panicking!",Mandarin,Facebook,Anxiety Crisis,USA,2024-03-22 5:8,6093,4890,300,3.303,39,Male,Desktop,Link,0.13,Negative,True,Personal,High,Calm,873066,103,3508,False,False,anxiety crisis,69.41010101010102
891,¡Mi ansiedad está fuera de control!,Arabic,Facebook,Anxiety Crisis,France,2024-03-24 23:44,1111,1240,1046,0.6365,62,Male,Mobile,Video,0.3,Neutral,True,Personal,Low,Anxious,658866,455,297,True,True,anxiety crisis,34.701443001443
892,Nothing seems to matter anymore.,Mandarin,Twitter,Depressive Episode,USA,2024-03-13 17:35,9179,3255,2649,5.2609,68,Non-binary,Desktop,Video,0.73,Very Positive,False,Anonymous,Very High,Calm,336105,2073,3374,True,False,depressive episode,73.04213564213563
893,"I feel like I’m losing control, I’m panicking!",Mandarin,Twitter,Anxiety Crisis,Japan,2024-03-10 13:13,8783,1518,166,2.0719,23,Other,Tablet,Text,0.04,Very Negative,True,Influencer,High,Sad,312253,3263,2921,True,False,anxiety crisis,69.41010101010102
894,لا شيء يجلب لي السعادة بعد الآن.,English,Facebook,Depressive Episode,China,2024-03-27 17:6,5035,3710,395,0.987,28,Female,Desktop,Text,-0.66,Very Negative,False,Influencer,High,Calm,884816,1975,3401,False,False,depressive episode,26.529004329004337
895,"My heart is racing, I can’t breathe!",English,Twitter,Anxiety Crisis,Germany,2024-03-4 7:8,9894,71,426,7.1514,27,Other,Desktop,Text,0.48,Neutral,True,Business,Low,Calm,474089,1980,2774,False,True,anxiety crisis,87.38607503607504
896,Nothing seems to matter anymore.,Mandarin,Facebook,Depressive Episode,UAE,2024-03-22 11:2,8463,3146,874,15.7217,13,Other,Mobile,Video,-0.13,Very Negative,False,Influencer,Very High,Hopeless,16939,1581,177,True,False,depressive episode,73.04213564213565
897,"My heart is racing, I can’t breathe!",Mandarin,Facebook,Anxiety Crisis,Spain,2024-03-10 2:20,1149,3172,310,9.7907,66,Non-binary,Tablet,Link,-0.76,Very Negative,False,Personal,High,Energetic,7467,4191,1081,True,False,anxiety crisis,87.38607503607504
898,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,English,Twitter,Anxiety Crisis,China,2024-03-10 15:12,7917,738,2051,2.1421,16,Non-binary,Mobile,Link,0.02,Positive,True,Anonymous,Very High,Calm,810153,4815,754,False,False,depressive episode,26.529004329004337
899,قلبي ينبض بسرعة، لا أستطيع التوقف عن الارتجاف!,Spanish,Facebook,Anxiety Crisis,Japan,2024-03-12 1:10,1794,1340,535,4.2465,32,Male,Mobile,Video,-0.04,Positive,False,Influencer,High,Anxious,518286,1758,3072,True,False,depressive episode,26.529004329004337
900,Everything would be easier if I wasn’t here.,English,Facebook,Suicidal Ideation,UK,2024-03-24 13:33,3405,4264,409,0.8163,33,Female,Mobile,Link,-0.18,Very Negative,False,Anonymous,Medium,Excited,983601,2000,2487,False,False,depressive episode,26.52900432900433
901,有时候我想结束一切。,Mandarin,Facebook,Suicidal Ideation,Canada,2024-03-1 8:3,1038,2150,95,0.6926,65,Other,Mobile,Link,0.13,Very Negative,True,Personal,Very High,Energetic,179848,1674,788,True,False,depressive episode,26.529004329004337
902,Everything would be easier if I wasn’t here.,Arabic,Facebook,Suicidal Ideation,France,2024-03-27 13:41,6104,4164,509,2.6241,62,Female,Mobile,Image,-0.82,Neutral,False,Anonymous,Very High,Energetic,323325,2724,373,False,False,depressive episode,26.529004329004337
903,¡Mi ansiedad está fuera de control!,English,Twitter,Anxiety Crisis,Canada,2024-03-24 23:13,7544,3078,820,2.3734,21,Other,Tablet,Link,-0.85,Negative,True,Influencer,Very High,Excited,542385,855,1870,False,True,anxiety crisis,34.701443001443
904,Estoy perdiendo el interés en todo.,Mandarin,Twitter,Depressive Episode,France,2024-03-15 15:38,2854,2245,2839,0.954,18,Other,Desktop,Video,0.49,Negative,True,Influencer,Low,Excited,436690,4894,1537,True,False,depressive episode,76.55981240981242
905,I feel hopeless and alone...,Arabic,Facebook,Depressive Episode,Germany,2024-03-13 3:2,5348,4270,386,2.0521,25,Male,Tablet,Link,-0.71,Very Positive,True,Influencer,High,Excited,542073,2287,3211,True,False,anxiety crisis,29.874458874458874
906,我有无限的精力，今天能做任何事！,Mandarin,Facebook,Manic Episode,Brazil,2024-03-13 11:47,4045,2351,2196,8.0525,30,Non-binary,Mobile,Link,0.38,Very Negative,True,Influencer,Very High,Anxious,545621,2121,616,False,False,depressive episode,26.529004329004337
907,أتمنى لو لم أكن موجودًا.,Arabic,Twitter,Suicidal Ideation,UK,2024-03-9 18:44,4844,4953,872,1.8278,16,Male,Mobile,Text,-0.73,Positive,True,Anonymous,Low,Happy,296499,1664,2397,True,True,depressive episode,26.529004329004337
908,أتمنى لو لم أكن موجودًا.,Arabic,Twitter,Suicidal Ideation,Brazil,2024-03-3 3:52,6650,1452,693,1.6513,42,Non-binary,Desktop,Link,0.03,Negative,True,Business,Low,Anxious,866567,731,989,True,True,depressive episode,26.529004329004337
909,Estoy perdiendo el interés en todo.,Mandarin,Twitter,Depressive Episode,Japan,2024-03-16 9:1,8543,1879,1104,6.6203,18,Non-binary,Tablet,Video,-0.2,Neutral,False,Business,Low,Sad,92135,2802,3457,True,False,depressive episode,76.55981240981242
910,I don’t see the point in continuing...,Spanish,Twitter,Suicidal Ideation,Australia,2024-03-6 7:48,2020,105,1732,1.4892,36,Non-binary,Mobile,Text,0.84,Very Positive,False,Business,Very High,Calm,949310,823,887,False,False,suicidal ideation,68.16443001443001
911,I have so much energy! Haven’t slept in days!,Arabic,Twitter,Manic Episode,Germany,2024-03-19 12:4,8581,1008,2311,2.6652,66,Non-binary,Desktop,Text,-0.99,Positive,False,Business,High,Energetic,739448,2699,1126,False,True,depressive episode,26.529004329004337
912,أشعر وكأنني أستطيع غزو العالم!,Spanish,Twitter,Manic Episode,Australia,2024-03-8 5:46,419,481,211,0.1428,49,Other,Mobile,Text,-0.62,Negative,True,Personal,Very High,Happy,180078,2609,1415,True,True,depressive episode,26.529004329004337
913,¡Mi ansiedad está fuera de control!,Mandarin,Facebook,Anxiety Crisis,Germany,2024-03-18 0:51,4388,3392,551,2.2468,51,Female,Desktop,Link,-0.82,Neutral,False,Personal,Low,Energetic,247436,3856,2523,False,True,anxiety crisis,34.70144300144301
914,أشعر وكأنني أستطيع غزو العالم!,English,Facebook,Manic Episode,Japan,2024-03-28 3:7,2505,3558,817,2.0319,67,Non-binary,Mobile,Text,-0.08,Positive,False,Business,Very High,Anxious,334324,4918,2490,True,True,depressive episode,26.52900432900433
915,I don’t see the point in continuing...,English,Twitter,Suicidal Ideation,Brazil,2024-03-1 4:18,5859,2018,993,1.8368,64,Non-binary,Mobile,Link,0.15,Negative,False,Influencer,Very High,Excited,774696,1865,95,True,False,suicidal ideation,68.16443001443001
916,"My heart is racing, I can’t breathe!",Mandarin,Facebook,Anxiety Crisis,Japan,2024-03-11 19:34,2214,2706,1726,0.7964,37,Female,Tablet,Image,0.34,Very Positive,False,Personal,High,Hopeless,899321,3375,1382,False,True,anxiety crisis,87.38607503607504
917,Estoy perdiendo el interés en todo.,Arabic,Twitter,Depressive Episode,UK,2024-03-16 14:41,3593,1611,887,1.5069,39,Male,Desktop,Text,-0.21,Very Negative,True,Anonymous,High,Anxious,233125,4542,915,False,False,depressive episode,76.55981240981242
918,Estoy perdiendo el interés en todo.,English,Facebook,Depressive Episode,Japan,2024-03-15 14:46,946,4572,2953,6.0078,42,Non-binary,Desktop,Text,-0.24,Negative,False,Personal,Very High,Calm,144298,1102,1185,True,False,depressive episode,76.55981240981242
919,I don’t see the point in continuing...,Spanish,Facebook,Suicidal Ideation,USA,2024-03-4 6:2,9538,4679,1618,1.6163,20,Non-binary,Desktop,Link,0.52,Neutral,False,Anonymous,High,Excited,328412,69,619,True,False,suicidal ideation,68.16443001443001
920,Nothing seems to matter anymore.,Arabic,Facebook,Depressive Episode,Germany,2024-03-7 1:24,565,1348,1484,2.6643,46,Male,Mobile,Link,-0.66,Very Negative,True,Influencer,Medium,Calm,53243,2155,1703,False,False,depressive episode,73.04213564213565
921,我有无限的精力，今天能做任何事！,Spanish,Twitter,Manic Episode,India,2024-03-8 9:59,3003,4723,147,3.6082,18,Male,Mobile,Video,-0.57,Very Negative,False,Anonymous,Low,Excited,908523,3579,3463,True,False,depressive episode,26.529004329004337
922,我喘不过气来了，好害怕！,Spanish,Twitter,Anxiety Crisis,India,2024-03-3 1:9,6826,3637,1948,18.7195,32,Female,Tablet,Text,-0.29,Very Positive,False,Business,Very High,Happy,115506,2160,3433,True,False,depressive episode,26.529004329004337
923,لا شيء يجلب لي السعادة بعد الآن.,English,Twitter,Depressive Episode,India,2024-03-3 11:16,9900,4569,2741,3.4719,36,Non-binary,Mobile,Image,0.24,Positive,False,Business,Very High,Calm,536721,3108,322,True,False,depressive episode,26.529004329004337
924,"¡Tengo una energía increíble, no puedo parar!",Mandarin,Twitter,Manic Episode,China,2024-03-15 8:20,1473,643,1550,1.3365,25,Other,Mobile,Video,-0.81,Very Negative,False,Influencer,Medium,Calm,16062,4285,1869,False,True,manic episode,79.19314574314573
925,Everything would be easier if I wasn’t here.,Spanish,Twitter,Suicidal Ideation,Mexico,2024-03-10 2:39,6629,3387,781,1.5315,42,Non-binary,Tablet,Image,0.08,Negative,True,Anonymous,Very High,Excited,280201,3430,544,True,True,depressive episode,26.529004329004337
926,I don’t see the point in continuing...,Mandarin,Twitter,Suicidal Ideation,Brazil,2024-03-20 18:21,8649,2566,2736,1.5825,66,Other,Desktop,Image,-0.37,Negative,False,Personal,Very High,Excited,45138,206,2377,True,True,suicidal ideation,68.16443001443001
927,أشعر وكأنني أستطيع غزو العالم!,English,Twitter,Manic Episode,Brazil,2024-03-14 14:31,1925,3251,73,0.7237,24,Female,Desktop,Image,-0.19,Very Positive,False,Influencer,High,Excited,104605,4520,183,True,True,depressive episode,26.529004329004337
928,أتمنى لو لم أكن موجودًا.,English,Twitter,Suicidal Ideation,UAE,2024-03-1 12:10,3277,2545,1264,1.7609,22,Other,Mobile,Link,-0.82,Negative,False,Influencer,Low,Calm,430388,4548,158,True,True,depressive episode,26.529004329004337
929,"¡Tengo una energía increíble, no puedo parar!",English,Facebook,Manic Episode,France,2024-03-19 14:31,1920,3082,2672,10.0709,40,Non-binary,Mobile,Link,-0.08,Very Positive,True,Anonymous,Very High,Anxious,42011,1108,1243,False,False,manic episode,79.19314574314573
930,"¡Tengo una energía increíble, no puedo parar!",Mandarin,Twitter,Manic Episode,Mexico,2024-03-26 2:56,8716,4102,68,1.5587,21,Male,Tablet,Link,-0.98,Very Positive,True,Personal,High,Sad,665061,1563,279,False,False,manic episode,79.19314574314573
931,有时候我觉得自己消失了也没人会注意到。,Arabic,Twitter,Depressive Episode,India,2024-03-8 19:47,8597,4641,2469,3.3306,42,Non-binary,Desktop,Link,-0.61,Neutral,False,Anonymous,High,Anxious,387073,2052,822,True,False,depressive episode,26.529004329004337
932,I have so much energy! Haven’t slept in days!,Spanish,Twitter,Manic Episode,Australia,2024-03-5 10:26,6075,695,525,0.8956,17,Female,Mobile,Video,-0.77,Positive,True,Influencer,Medium,Hopeless,811405,829,763,False,False,depressive episode,26.529004329004337
933,Nothing seems to matter anymore.,Mandarin,Facebook,Depressive Episode,UK,2024-03-1 10:43,1867,2760,2353,1.1865,66,Female,Tablet,Text,-0.95,Negative,True,Anonymous,Medium,Anxious,451395,2579,3439,False,False,depressive episode,73.04213564213565
934,我有无限的精力，今天能做任何事！,English,Twitter,Manic Episode,UK,2024-03-13 7:16,1923,3273,1343,2.8505,28,Other,Desktop,Link,-0.37,Very Positive,True,Anonymous,Very High,Sad,941068,4594,3580,False,False,depressive episode,26.52900432900433
935,لا شيء يجلب لي السعادة بعد الآن.,Mandarin,Twitter,Depressive Episode,India,2024-03-21 14:14,6395,482,710,1.4139,55,Female,Mobile,Image,-0.82,Positive,False,Influencer,Low,Anxious,895925,1442,2321,False,False,depressive episode,26.529004329004337
